"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
Verify the dashboard is visible after suite-level login (see conftest.authenticated_page).
","21","test_dashboard_visible[chromium1]","tests","2026-07-22","passed","2026-07-22","","test_login","",""
